Datum,Merkmal,Merkmalwert,Bestätigte Menge,Relativer Anteil,USTR10Y,CBIPSFE,WeizenSpot,CornSpot,CBI,GER10Y,WtiOilSpot,SoySpot,CBIPS,AgriSpot
2020-02-01,N08,N08-0270,32,0.08488063660477453,1.52,-2,178.918,163.877,-2.6,-0.436,50.11,176.488,-3.1,171.862
2020-03-01,N08,N08-0270,6,0.016304347826086956,1.088,-13.9,169.063,159.64,-9.4,-0.62,46.75,177.707,-5,168.283
2013-02-01,N08,N08-0274,13,0.03880597014925373,,,,,,,,,,
2013-03-01,N08,N08-0274,11,0.03038674033149171,,,,,,,,,,
2013-04-01,N08,N08-0274,8,0.020512820512820513,,,,,,,,,,
2013-05-01,N08,N08-0274,7,0.020895522388059702,,,,,,,,,,
2013-06-01,N08,N08-0274,15,0.03926701570680628,,,,,,,,,,
2013-07-01,N08,N08-0274,5,0.02145922746781116,,,,,,,,,,
2013-08-01,N08,N08-0274,1,0.014285714285714285,,,,,,,,,,
2013-09-01,N08,N08-0274,0,0.0,,,,,,,,,,
2013-10-01,N08,N08-0274,2,0.013793103448275862,,,,,,,,,,
2013-11-01,N08,N08-0274,5,0.020833333333333332,,,,,,,,,,
2013-12-01,N08,N08-0274,6,0.029411764705882353,,,,,,,,,,
2014-01-01,N08,N08-0274,6,0.0196078431372549,3.006,14,197.738,187.924,18.2,1.941,98.04,246.732,22.4,200.399
2014-02-01,N08,N08-0274,5,0.015384615384615385,2.582,16.5,182.795,190.254,15.5,1.647,96.43,246.293,14.4,201.583
2014-03-01,N08,N08-0274,8,0.02564102564102564,2.608,9.3,204.039,200.847,10.8,1.563,104.92,269.561,12.4,221.079
2014-04-01,N08,N08-0274,8,0.020942408376963352,2.755,-1,222.17,215.466,4.1,1.581,99.74,281.258,9.2,233.772
2014-05-01,N08,N08-0274,4,0.01486988847583643,2.613,-12.7,241.438,212.924,-6.4,1.47,99.42,242.195,0,236.51
2014-06-01,N08,N08-0274,7,0.03910614525139665,2.527,-24.3,220.032,194.965,-15.1,1.368,102.47,242.683,-5.8,214.915
2014-07-01,N08,N08-0274,4,0.02877697841726619,2.566,-24.2,204.12,189.725,-17.4,1.249,105.34,229.512,-10.5,201.409
2014-08-01,N08,N08-0274,0,0.0,2.494,-28.4,189.661,168.644,-23,1.139,97.88,212.341,-17.5,188.486
2014-09-01,N08,N08-0274,1,0.017857142857142856,2.345,-29.9,191.357,169.174,-30.4,0.884,95.96,204.927,-30.9,190.507
2014-10-01,N08,N08-0274,0,0.0,2.389,-38.9,161.955,151.589,-37.9,0.906,90.73,185.073,-36.8,173.713
2014-11-01,N08,N08-0274,11,0.04932735426008968,2.346,-50.5,180.048,172.352,-44,0.86,78.78,203.512,-37.4,191.032
2014-12-01,N08,N08-0274,5,0.022321428571428572,2.236,-41,197.9,173.729,-42.5,0.729,69,202,-44,195.542
2015-01-01,N08,N08-0274,6,0.027777777777777776,2.17,-40.2,192.084,175.953,-38.5,0.541,53.27,202.341,-36.8,190.917
2015-02-01,N08,N08-0274,3,0.008902077151335312,1.674,-35.3,160.662,166.314,-34.1,0.314,49.57,189.61,-32.9,176.57
2015-03-01,N08,N08-0274,5,0.013812154696132596,2.089,-27,161.551,170.975,-30.9,0.355,49.59,198.585,-34.8,178.786
2015-04-01,N08,N08-0274,2,0.004273504273504274,1.859,-18.4,171.734,168.538,-25.5,0.172,50.09,193.961,-32.7,178.676
2015-05-01,N08,N08-0274,2,0.005076142131979695,2.117,-18.6,171.082,156.674,-25.5,0.363,59.15,186.976,-32.4,171.362
2015-06-01,N08,N08-0274,3,0.006696428571428571,2.183,-20.8,173.102,152.719,-29.2,0.531,60.2,180,-37.5,169.646
2015-07-01,N08,N08-0274,2,0.006600660066006601,2.427,-14.4,196.769,184.64,-22.6,0.823,56.96,196.829,-30.8,188.25
2015-08-01,N08,N08-0274,0,0.0,2.15,-11.1,166.801,164.831,-19.5,0.634,45.17,183.512,-27.8,170.311
2015-09-01,N08,N08-0274,0,0.0,2.159,-8.9,159.935,163.559,-20.9,0.807,45.41,173.171,-32.7,166.239
2015-10-01,N08,N08-0274,0,0.0,2.042,6.9,170.679,171.081,-7.5,0.545,44.74,174.341,-21.8,171.256
2015-11-01,N08,N08-0274,0,0.0,2.176,8.8,166.721,167.585,-12.3,0.56,46.14,174.098,-33,174.261
2015-12-01,N08,N08-0274,0,0.0,2.145,7.4,154.847,164.513,-10.3,0.469,41.85,176.293,-27.8,168.467
2016-01-01,N08,N08-0274,17,0.05105105105105105,2.275,10.1,153.958,159.004,-4.1,0.634,37.04,171.073,-18.2,165.812
2016-02-01,N08,N08-0274,0,0.0,1.966,-2,155.25,163.03,-14.9,0.36,31.62,173.219,-27.6,165.925
2016-03-01,N08,N08-0274,1,0.0024390243902439024,1.835,-4.1,144.103,154.873,-18.7,0.149,34.4,168.537,-33,161.183
2016-04-01,N08,N08-0274,0,0.0,1.791,-17,154.852,153.284,-25,0.145,36.79,180.898,-33,167.877
2016-05-01,N08,N08-0274,1,0.003246753246753247,1.865,-32.7,175.767,166.208,-39.6,0.275,44.78,197.024,-46.5,177.418
2016-06-01,N08,N08-0274,5,0.012531328320802004,1.846,-34.5,171.809,175.812,-39.6,0.134,49.01,201.415,-44.5,184.091
2016-07-01,N08,N08-0274,0,0.0,1.461,-29.4,155.17,162.182,-38.3,-0.129,48.99,209.756,-47.1,179.832
2016-08-01,N08,N08-0274,0,0.0,1.497,-39.8,152.504,152.436,-43.8,-0.095,40.06,185.756,-47.7,166.994
2016-09-01,N08,N08-0274,1,0.009433962264150943,1.57,-29.3,139.095,150.847,-41.4,-0.066,43.16,186.488,-53.3,160.807
2016-10-01,N08,N08-0274,0,0.0,1.624,-30.1,139.095,159.11,-41.3,-0.096,48.81,194.146,-52.4,163.876
2016-11-01,N08,N08-0274,2,0.006472491909385114,1.82,-6.1,144.103,160.381,-24.1,0.173,46.67,197.366,-41.8,170.246
2016-12-01,N08,N08-0274,2,0.009523809523809525,2.441,-8.1,132.068,154.873,-20.8,0.356,51.06,204.927,-33.3,163.497
2017-01-01,N08,N08-0274,4,0.012422360248447204,2.432,1,135.864,157.309,-12.1,0.185,53.72,198.829,-25,167.066
2017-02-01,N08,N08-0274,2,0.005952380952380952,2.474,19.8,144.103,164.936,6.7,0.469,53.88,205.756,-6.3,177.325
2017-03-01,N08,N08-0274,5,0.010660980810234541,2.462,36.8,147.658,167.479,22,0.283,53.83,206.829,7.4,177.252
2017-04-01,N08,N08-0274,4,0.011299435028248588,2.35,43.9,139.731,162.182,29.5,0.279,50.24,185.476,15.3,169.491
2017-05-01,N08,N08-0274,6,0.012072434607645875,2.327,42.6,166.721,163.03,28.6,0.327,48.84,191.707,14.8,172.539
2017-06-01,N08,N08-0274,11,0.024175824175824177,2.217,43.1,160.016,161.066,30.2,0.301,48.36,184.341,17.4,169.866
2017-07-01,N08,N08-0274,2,0.006269592476489028,2.346,50.5,192.084,175,34.5,0.482,46.04,194.732,18.7,180.544
2017-08-01,N08,N08-0274,2,0.016666666666666666,2.251,61.5,168.821,170.551,42,0.487,49.16,194.732,22.9,172.625
2017-09-01,N08,N08-0274,0,0.0,2.157,59.6,152.827,164.407,44.9,0.379,47.29,192.195,30.3,161.376
2017-10-01,N08,N08-0274,0,0.0,2.337,53.7,153.958,164.301,44.4,0.452,50.58,193.805,35.2,163.952
2017-11-01,N08,N08-0274,0,0.0,2.376,48,145.153,162.818,40.8,0.37,54.3,198.634,33.7,168.52
2017-12-01,N08,N08-0274,3,0.010344827586206896,2.363,50.5,145.719,161.653,45.1,0.364,58.36,200.146,39.8,168.439
2018-01-01,N08,N08-0274,1,0.0026595744680851063,2.411,52.9,142.246,158.792,49,0.424,60.42,191.854,45.1,165.198
2018-02-01,N08,N08-0274,5,0.009881422924901186,2.773,66.3,150,163.136,58.9,0.711,65.92,196.293,51.5,169.28
2018-03-01,N08,N08-0274,5,0.008741258741258742,2.802,58.3,166.559,168.962,47,0.644,60.94,210.049,35.9,179.082
2018-04-01,N08,N08-0274,11,0.023965141612200435,2.732,47.3,145.929,170.657,44.1,0.494,62.98,204.029,40.9,170.138
2018-05-01,N08,N08-0274,4,0.007920792079207921,2.976,40.6,188.934,174.894,38.6,0.563,67.25,203.171,36.6,177.993
2018-06-01,N08,N08-0274,5,0.013157894736842105,2.895,33.3,190.63,170.028,36,0.377,65.82,202,38.7,179.581
2018-07-01,N08,N08-0274,6,0.024896265560165973,2.867,38.1,169.467,161.864,36.2,0.303,73.94,176,34.3,160.004
2018-08-01,N08,N08-0274,0,0.0,3.003,29,193.376,170.127,29.6,0.492,67.66,183.073,30.1,170.543
2018-09-01,N08,N08-0274,1,0.009259259259259259,2.853,27.8,186.672,165.678,28.4,0.335,69.8,173.854,28.9,164.431
2018-10-01,N08,N08-0274,0,0.0,3.08,21.1,174.798,166.843,25.8,0.469,75.3,177.024,30.5,163.166
2018-11-01,N08,N08-0274,3,0.009868421052631578,3.144,12.9,172.617,166.949,20.4,0.397,63.69,179.512,28,170.922
2018-12-01,N08,N08-0274,2,0.009216589861751152,2.991,18.4,170.436,168.538,25,0.307,52.95,183.951,31.6,169.963
2019-01-01,N08,N08-0274,7,0.021341463414634148,2.691,20.8,164.943,166.737,23.4,0.246,45.13,179.561,26,164.8
2019-02-01,N08,N08-0274,5,0.012048192771084338,2.691,19.3,170.679,168.432,25.5,0.166,55.26,184.244,31.8,169.575
2019-03-01,N08,N08-0274,12,0.030456852791878174,2.755,21.9,147.738,164.089,22.9,0.187,55.8,180.585,24,161.986
2019-04-01,N08,N08-0274,18,0.04639175257731959,2.497,19.4,150.544,160.699,20.4,-0.026,61.59,177.928,21.5,163.862
2019-05-01,N08,N08-0274,15,0.04310344827586207,2.511,7.4,157.027,159.428,14.7,0.014,63.6,177.805,22.1,158.162
2019-06-01,N08,N08-0274,15,0.07109004739336493,2.081,2.2,179.725,183.517,4.9,-0.199,53.25,183.317,7.6,174.552
2019-07-01,N08,N08-0274,6,0.036585365853658534,2.033,-15.3,175.04,176.801,-10.7,-0.36,58.87,184.293,-6.1,170.193
2019-08-01,N08,N08-0274,0,0.0,1.892,-17.7,160.824,174.788,-7,-0.453,53.95,178.585,3.8,162.936
2019-09-01,N08,N08-0274,1,0.011627906976744186,1.506,-22.2,153.473,169.174,-17.8,-0.701,55.1,178.39,-13.3,156.112
2019-10-01,N08,N08-0274,13,0.06074766355140187,1.644,-27.9,165.024,171.822,-22.1,-0.557,53.62,186.634,-16.3,166.425
2019-11-01,N08,N08-0274,15,0.05172413793103448,1.728,-16,170.113,170.551,-17.6,-0.377,56,189.415,-19.1,170.719
2019-12-01,N08,N08-0274,9,0.0375,1.836,-17.9,174.152,164.301,-18.4,-0.278,55.96,178.244,-18.9,169.682
2020-01-01,N08,N08-0274,10,0.040160642570281124,1.91,-21.2,181.502,169.915,-17.7,-0.187,61.08,191.171,-14.1,176.671
2020-02-01,N08,N08-0274,3,0.007957559681697613,1.52,-2,178.918,163.877,-2.6,-0.436,50.11,176.488,-3.1,171.862
2020-03-01,N08,N08-0274,11,0.029891304347826088,1.088,-13.9,169.063,159.64,-9.4,-0.62,46.75,177.707,-5,168.283
2020-04-01,N08,N08-0274,2,0.015625,0.635,-80.8,178.072,144.386,-66.3,-0.47,20.31,169.018,-51.5,156.77
2020-05-01,N08,N08-0274,0,0.0,0.64,-69.5,173.667,137.924,-58.6,-0.586,19.78,166.976,-47.6,152.006
2020-06-01,N08,N08-0274,0,0.0,0.662,-47.5,175.363,139.647,-47,-0.393,35.44,168.341,-46.5,152.876
2020-07-01,N08,N08-0274,0,0.0,0.682,-25,167.447,157.839,-20,-0.4,39.82,175.659,-15,156.907
2020-08-01,N08,N08-0274,0,,0.563,-13.5,175.04,150.953,-6.3,-0.522,41.01,177.073,1,158.775
2020-09-01,N08,N08-0274,0,0.0,0.671,-5.9,185.784,159.11,-1,-0.416,42.76,188.439,3.9,169.125
2020-10-01,N08,N08-0274,3,0.011857707509881422,0.677,9.4,187.48,165.36,8.3,-0.528,38.57,199.463,7.3,176.313
2020-11-01,N08,N08-0274,4,0.013468013468013467,0.848,8.7,196.284,164.195,14.4,-0.638,36.63,203.317,20.2,185.118
2020-12-01,N08,N08-0274,3,0.00980392156862745,0.934,25,187.803,172.881,27.9,-0.522,44.55,226.049,30.8,188.497
2021-01-01,N08,N08-0274,2,0.005698005698005698,0.912,46,206.624,189.195,44.2,-0.575,48.28,253.171,42.4,209.135
2021-02-01,N08,N08-0274,0,0.0,1.077,53.7,210.582,199.894,51.4,-0.513,53.53,262.439,49.1,218.651
2021-03-01,N08,N08-0274,4,0.0091324200913242,1.446,60.4,210.097,205.826,59.5,-0.336,60.65,269.463,58.7,220.332
2021-04-01,N08,N08-0274,9,0.019438444924406047,1.679,64.2,197.717,212.288,65.8,-0.325,59.16,270.328,67.4,216.895
2021-05-01,N08,N08-0274,4,0.009828009828009828,1.606,73.5,232.149,250.742,72.3,-0.204,64.49,256.976,71,246.524
2021-06-01,N08,N08-0274,2,0.003838771593090211,1.615,74,228.433,252.775,72,-0.175,67.72,266.829,69.9,237.464
2013-05-01,N08,N08-0275,1,0.0029850746268656717,,,,,,,,,,
2013-06-01,N08,N08-0275,1,0.002617801047120419,,,,,,,,,,
2013-07-01,N08,N08-0275,0,0.0,,,,,,,,,,
2013-08-01,N08,N08-0275,1,0.014285714285714285,,,,,,,,,,
2013-09-01,N08,N08-0275,0,0.0,,,,,,,,,,
2013-10-01,N08,N08-0275,0,0.0,,,,,,,,,,
2013-11-01,N08,N08-0275,0,0.0,,,,,,,,,,
2013-12-01,N08,N08-0275,0,0.0,,,,,,,,,,
2014-01-01,N08,N08-0275,0,0.0,3.006,14,197.738,187.924,18.2,1.941,98.04,246.732,22.4,200.399
2014-02-01,N08,N08-0275,2,0.006153846153846154,2.582,16.5,182.795,190.254,15.5,1.647,96.43,246.293,14.4,201.583
2014-03-01,N08,N08-0275,2,0.00641025641025641,2.608,9.3,204.039,200.847,10.8,1.563,104.92,269.561,12.4,221.079
2014-04-01,N08,N08-0275,2,0.005235602094240838,2.755,-1,222.17,215.466,4.1,1.581,99.74,281.258,9.2,233.772
2014-05-01,N08,N08-0275,0,0.0,2.613,-12.7,241.438,212.924,-6.4,1.47,99.42,242.195,0,236.51
2014-06-01,N08,N08-0275,0,0.0,2.527,-24.3,220.032,194.965,-15.1,1.368,102.47,242.683,-5.8,214.915
2014-07-01,N08,N08-0275,0,0.0,2.566,-24.2,204.12,189.725,-17.4,1.249,105.34,229.512,-10.5,201.409
2014-08-01,N08,N08-0275,0,0.0,2.494,-28.4,189.661,168.644,-23,1.139,97.88,212.341,-17.5,188.486
2014-09-01,N08,N08-0275,0,0.0,2.345,-29.9,191.357,169.174,-30.4,0.884,95.96,204.927,-30.9,190.507
2014-10-01,N08,N08-0275,0,0.0,2.389,-38.9,161.955,151.589,-37.9,0.906,90.73,185.073,-36.8,173.713
2014-11-01,N08,N08-0275,0,0.0,2.346,-50.5,180.048,172.352,-44,0.86,78.78,203.512,-37.4,191.032
2014-12-01,N08,N08-0275,1,0.004464285714285714,2.236,-41,197.9,173.729,-42.5,0.729,69,202,-44,195.542
2015-01-01,N08,N08-0275,0,0.0,2.17,-40.2,192.084,175.953,-38.5,0.541,53.27,202.341,-36.8,190.917
2015-02-01,N08,N08-0275,0,0.0,1.674,-35.3,160.662,166.314,-34.1,0.314,49.57,189.61,-32.9,176.57
2015-03-01,N08,N08-0275,0,0.0,2.089,-27,161.551,170.975,-30.9,0.355,49.59,198.585,-34.8,178.786
2015-04-01,N08,N08-0275,2,0.004273504273504274,1.859,-18.4,171.734,168.538,-25.5,0.172,50.09,193.961,-32.7,178.676
2015-05-01,N08,N08-0275,0,0.0,2.117,-18.6,171.082,156.674,-25.5,0.363,59.15,186.976,-32.4,171.362
2015-06-01,N08,N08-0275,0,0.0,2.183,-20.8,173.102,152.719,-29.2,0.531,60.2,180,-37.5,169.646
2015-07-01,N08,N08-0275,0,0.0,2.427,-14.4,196.769,184.64,-22.6,0.823,56.96,196.829,-30.8,188.25
2015-08-01,N08,N08-0275,0,0.0,2.15,-11.1,166.801,164.831,-19.5,0.634,45.17,183.512,-27.8,170.311
2015-09-01,N08,N08-0275,0,0.0,2.159,-8.9,159.935,163.559,-20.9,0.807,45.41,173.171,-32.7,166.239
2015-10-01,N08,N08-0275,0,0.0,2.042,6.9,170.679,171.081,-7.5,0.545,44.74,174.341,-21.8,171.256
2015-11-01,N08,N08-0275,0,0.0,2.176,8.8,166.721,167.585,-12.3,0.56,46.14,174.098,-33,174.261
2015-12-01,N08,N08-0275,0,0.0,2.145,7.4,154.847,164.513,-10.3,0.469,41.85,176.293,-27.8,168.467
2016-01-01,N08,N08-0275,0,0.0,2.275,10.1,153.958,159.004,-4.1,0.634,37.04,171.073,-18.2,165.812
2016-02-01,N08,N08-0275,2,0.005154639175257732,1.966,-2,155.25,163.03,-14.9,0.36,31.62,173.219,-27.6,165.925
2016-03-01,N08,N08-0275,0,0.0,1.835,-4.1,144.103,154.873,-18.7,0.149,34.4,168.537,-33,161.183
2016-04-01,N08,N08-0275,2,0.005249343832020997,1.791,-17,154.852,153.284,-25,0.145,36.79,180.898,-33,167.877
2016-05-01,N08,N08-0275,1,0.003246753246753247,1.865,-32.7,175.767,166.208,-39.6,0.275,44.78,197.024,-46.5,177.418
2016-06-01,N08,N08-0275,0,0.0,1.846,-34.5,171.809,175.812,-39.6,0.134,49.01,201.415,-44.5,184.091
2016-07-01,N08,N08-0275,0,0.0,1.461,-29.4,155.17,162.182,-38.3,-0.129,48.99,209.756,-47.1,179.832
2016-08-01,N08,N08-0275,0,0.0,1.497,-39.8,152.504,152.436,-43.8,-0.095,40.06,185.756,-47.7,166.994
2016-09-01,N08,N08-0275,0,0.0,1.57,-29.3,139.095,150.847,-41.4,-0.066,43.16,186.488,-53.3,160.807
2016-10-01,N08,N08-0275,0,0.0,1.624,-30.1,139.095,159.11,-41.3,-0.096,48.81,194.146,-52.4,163.876
2016-11-01,N08,N08-0275,1,0.003236245954692557,1.82,-6.1,144.103,160.381,-24.1,0.173,46.67,197.366,-41.8,170.246
2016-12-01,N08,N08-0275,1,0.004761904761904762,2.441,-8.1,132.068,154.873,-20.8,0.356,51.06,204.927,-33.3,163.497
2017-01-01,N08,N08-0275,0,0.0,2.432,1,135.864,157.309,-12.1,0.185,53.72,198.829,-25,167.066
2017-02-01,N08,N08-0275,2,0.005952380952380952,2.474,19.8,144.103,164.936,6.7,0.469,53.88,205.756,-6.3,177.325
2017-03-01,N08,N08-0275,1,0.0021321961620469083,2.462,36.8,147.658,167.479,22,0.283,53.83,206.829,7.4,177.252
2017-04-01,N08,N08-0275,1,0.002824858757062147,2.35,43.9,139.731,162.182,29.5,0.279,50.24,185.476,15.3,169.491
2017-05-01,N08,N08-0275,0,0.0,2.327,42.6,166.721,163.03,28.6,0.327,48.84,191.707,14.8,172.539
2017-06-01,N08,N08-0275,1,0.002197802197802198,2.217,43.1,160.016,161.066,30.2,0.301,48.36,184.341,17.4,169.866
2017-07-01,N08,N08-0275,0,0.0,2.346,50.5,192.084,175,34.5,0.482,46.04,194.732,18.7,180.544
2017-08-01,N08,N08-0275,0,0.0,2.251,61.5,168.821,170.551,42,0.487,49.16,194.732,22.9,172.625
2017-09-01,N08,N08-0275,0,0.0,2.157,59.6,152.827,164.407,44.9,0.379,47.29,192.195,30.3,161.376
2017-10-01,N08,N08-0275,5,0.029411764705882353,2.337,53.7,153.958,164.301,44.4,0.452,50.58,193.805,35.2,163.952
2017-11-01,N08,N08-0275,0,0.0,2.376,48,145.153,162.818,40.8,0.37,54.3,198.634,33.7,168.52
2017-12-01,N08,N08-0275,0,0.0,2.363,50.5,145.719,161.653,45.1,0.364,58.36,200.146,39.8,168.439
2018-01-01,N08,N08-0275,0,0.0,2.411,52.9,142.246,158.792,49,0.424,60.42,191.854,45.1,165.198
2018-02-01,N08,N08-0275,4,0.007905138339920948,2.773,66.3,150,163.136,58.9,0.711,65.92,196.293,51.5,169.28
2018-03-01,N08,N08-0275,0,0.0,2.802,58.3,166.559,168.962,47,0.644,60.94,210.049,35.9,179.082
2018-04-01,N08,N08-0275,2,0.004357298474945534,2.732,47.3,145.929,170.657,44.1,0.494,62.98,204.029,40.9,170.138
2018-05-01,N08,N08-0275,0,0.0,2.976,40.6,188.934,174.894,38.6,0.563,67.25,203.171,36.6,177.993
2018-06-01,N08,N08-0275,0,0.0,2.895,33.3,190.63,170.028,36,0.377,65.82,202,38.7,179.581
2018-07-01,N08,N08-0275,2,0.008298755186721992,2.867,38.1,169.467,161.864,36.2,0.303,73.94,176,34.3,160.004
2018-08-01,N08,N08-0275,0,0.0,3.003,29,193.376,170.127,29.6,0.492,67.66,183.073,30.1,170.543
2018-09-01,N08,N08-0275,0,0.0,2.853,27.8,186.672,165.678,28.4,0.335,69.8,173.854,28.9,164.431
2018-10-01,N08,N08-0275,4,0.017094017094017096,3.08,21.1,174.798,166.843,25.8,0.469,75.3,177.024,30.5,163.166
2018-11-01,N08,N08-0275,1,0.003289473684210526,3.144,12.9,172.617,166.949,20.4,0.397,63.69,179.512,28,170.922
2018-12-01,N08,N08-0275,1,0.004608294930875576,2.991,18.4,170.436,168.538,25,0.307,52.95,183.951,31.6,169.963
2019-01-01,N08,N08-0275,1,0.003048780487804878,2.691,20.8,164.943,166.737,23.4,0.246,45.13,179.561,26,164.8
2019-02-01,N08,N08-0275,0,0.0,2.691,19.3,170.679,168.432,25.5,0.166,55.26,184.244,31.8,169.575
2019-03-01,N08,N08-0275,0,0.0,2.755,21.9,147.738,164.089,22.9,0.187,55.8,180.585,24,161.986
2019-04-01,N08,N08-0275,0,0.0,2.497,19.4,150.544,160.699,20.4,-0.026,61.59,177.928,21.5,163.862
2019-05-01,N08,N08-0275,1,0.0028735632183908046,2.511,7.4,157.027,159.428,14.7,0.014,63.6,177.805,22.1,158.162
2018-05-01,N08,N08-0276,2,0.0039603960396039604,2.976,40.6,188.934,174.894,38.6,0.563,67.25,203.171,36.6,177.993
2018-06-01,N08,N08-0276,2,0.005263157894736842,2.895,33.3,190.63,170.028,36,0.377,65.82,202,38.7,179.581
2018-07-01,N08,N08-0276,0,0.0,2.867,38.1,169.467,161.864,36.2,0.303,73.94,176,34.3,160.004
2018-08-01,N08,N08-0276,0,0.0,3.003,29,193.376,170.127,29.6,0.492,67.66,183.073,30.1,170.543
2018-09-01,N08,N08-0276,0,0.0,2.853,27.8,186.672,165.678,28.4,0.335,69.8,173.854,28.9,164.431
2018-10-01,N08,N08-0276,0,0.0,3.08,21.1,174.798,166.843,25.8,0.469,75.3,177.024,30.5,163.166
2018-11-01,N08,N08-0276,0,0.0,3.144,12.9,172.617,166.949,20.4,0.397,63.69,179.512,28,170.922
2018-12-01,N08,N08-0276,0,0.0,2.991,18.4,170.436,168.538,25,0.307,52.95,183.951,31.6,169.963
2019-01-01,N08,N08-0276,0,0.0,2.691,20.8,164.943,166.737,23.4,0.246,45.13,179.561,26,164.8
2019-02-01,N08,N08-0276,3,0.007228915662650603,2.691,19.3,170.679,168.432,25.5,0.166,55.26,184.244,31.8,169.575
2019-03-01,N08,N08-0276,5,0.012690355329949238,2.755,21.9,147.738,164.089,22.9,0.187,55.8,180.585,24,161.986
2019-04-01,N08,N08-0276,6,0.015463917525773196,2.497,19.4,150.544,160.699,20.4,-0.026,61.59,177.928,21.5,163.862
2019-05-01,N08,N08-0276,5,0.014367816091954023,2.511,7.4,157.027,159.428,14.7,0.014,63.6,177.805,22.1,158.162
2019-06-01,N08,N08-0276,10,0.04739336492890995,2.081,2.2,179.725,183.517,4.9,-0.199,53.25,183.317,7.6,174.552
2019-07-01,N08,N08-0276,3,0.018292682926829267,2.033,-15.3,175.04,176.801,-10.7,-0.36,58.87,184.293,-6.1,170.193
2019-08-01,N08,N08-0276,0,0.0,1.892,-17.7,160.824,174.788,-7,-0.453,53.95,178.585,3.8,162.936
2019-09-01,N08,N08-0276,0,0.0,1.506,-22.2,153.473,169.174,-17.8,-0.701,55.1,178.39,-13.3,156.112
2019-10-01,N08,N08-0276,0,0.0,1.644,-27.9,165.024,171.822,-22.1,-0.557,53.62,186.634,-16.3,166.425
2019-11-01,N08,N08-0276,0,0.0,1.728,-16,170.113,170.551,-17.6,-0.377,56,189.415,-19.1,170.719
2019-12-01,N08,N08-0276,0,0.0,1.836,-17.9,174.152,164.301,-18.4,-0.278,55.96,178.244,-18.9,169.682
2020-01-01,N08,N08-0276,0,0.0,1.91,-21.2,181.502,169.915,-17.7,-0.187,61.08,191.171,-14.1,176.671
2020-02-01,N08,N08-0276,0,0.0,1.52,-2,178.918,163.877,-2.6,-0.436,50.11,176.488,-3.1,171.862
2020-03-01,N08,N08-0276,1,0.002717391304347826,1.088,-13.9,169.063,159.64,-9.4,-0.62,46.75,177.707,-5,168.283
2020-04-01,N08,N08-0276,1,0.0078125,0.635,-80.8,178.072,144.386,-66.3,-0.47,20.31,169.018,-51.5,156.77
2020-05-01,N08,N08-0276,3,0.011627906976744186,0.64,-69.5,173.667,137.924,-58.6,-0.586,19.78,166.976,-47.6,152.006
2020-06-01,N08,N08-0276,1,0.0029850746268656717,0.662,-47.5,175.363,139.647,-47,-0.393,35.44,168.341,-46.5,152.876
2020-07-01,N08,N08-0276,2,0.0070921985815602835,0.682,-25,167.447,157.839,-20,-0.4,39.82,175.659,-15,156.907
2020-08-01,N08,N08-0276,0,,0.563,-13.5,175.04,150.953,-6.3,-0.522,41.01,177.073,1,158.775
2020-09-01,N08,N08-0276,0,0.0,0.671,-5.9,185.784,159.11,-1,-0.416,42.76,188.439,3.9,169.125
2020-10-01,N08,N08-0276,0,0.0,0.677,9.4,187.48,165.36,8.3,-0.528,38.57,199.463,7.3,176.313
2020-11-01,N08,N08-0276,2,0.006734006734006734,0.848,8.7,196.284,164.195,14.4,-0.638,36.63,203.317,20.2,185.118
2020-12-01,N08,N08-0276,0,0.0,0.934,25,187.803,172.881,27.9,-0.522,44.55,226.049,30.8,188.497
2021-01-01,N08,N08-0276,0,0.0,0.912,46,206.624,189.195,44.2,-0.575,48.28,253.171,42.4,209.135
2021-02-01,N08,N08-0276,1,0.0024630541871921183,1.077,53.7,210.582,199.894,51.4,-0.513,53.53,262.439,49.1,218.651
2021-03-01,N08,N08-0276,1,0.00228310502283105,1.446,60.4,210.097,205.826,59.5,-0.336,60.65,269.463,58.7,220.332
2021-04-01,N08,N08-0276,2,0.004319654427645789,1.679,64.2,197.717,212.288,65.8,-0.325,59.16,270.328,67.4,216.895
2021-05-01,N08,N08-0276,1,0.002457002457002457,1.606,73.5,232.149,250.742,72.3,-0.204,64.49,256.976,71,246.524
2021-06-01,N08,N08-0276,4,0.007677543186180422,1.615,74,228.433,252.775,72,-0.175,67.72,266.829,69.9,237.464
2018-06-01,N08,N08-0278,3,0.007894736842105263,2.895,33.3,190.63,170.028,36,0.377,65.82,202,38.7,179.581
2018-07-01,N08,N08-0278,0,0.0,2.867,38.1,169.467,161.864,36.2,0.303,73.94,176,34.3,160.004
2018-08-01,N08,N08-0278,0,0.0,3.003,29,193.376,170.127,29.6,0.492,67.66,183.073,30.1,170.543
2018-09-01,N08,N08-0278,0,0.0,2.853,27.8,186.672,165.678,28.4,0.335,69.8,173.854,28.9,164.431
2018-10-01,N08,N08-0278,0,0.0,3.08,21.1,174.798,166.843,25.8,0.469,75.3,177.024,30.5,163.166
2018-11-01,N08,N08-0278,1,0.003289473684210526,3.144,12.9,172.617,166.949,20.4,0.397,63.69,179.512,28,170.922
2018-12-01,N08,N08-0278,0,0.0,2.991,18.4,170.436,168.538,25,0.307,52.95,183.951,31.6,169.963
